name,address,rate,location,cost,Ambience,Parking,Suggested Food
Desi Cream Junction,"7th Main Road, 4th Block, Jayanagar East, Bangalore",3.7,Jayanagar,650.0,excellent,,"tomato shorba,cheese veggie rolls,jeera rice with papad gravy,palak halwa,Garlic fried rice,Tu cheese badi hai mast mast,Veg Manchow soup,desi garlic bread,Veg bhartha,Okra made with potato and bhendi,Subji Paneer multani rara,Paneer,Palav,Biryani"
Drunken Monkey,"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",3.8,Kumaraswamy Layout,400.0,excellent,,"kiwi shake,nutty shake,pure Nutella shake,coffee brownie,nutcase,almond chocolate,red velvet shake,spinach corn sandwich,yummy shakes"
Ruchi's Corner,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",2.7,Banashankari,200.0,,,
Tandoori Bytes,"16, Sri Banashankri Arcade, Opposite GSI Building, Kumaraswamy Layout, Bangalore",3.6,Kumaraswamy Layout,700.0,decent,,"Kheema paratha,Biryani,Chicken Tikka roll"
Bangalore Donne Biriyani,"52 ,Dayanad Sagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",3.2,Kumaraswamy Layout,300.0,,,
SGS Non Veg - Gundu Pulav,"57, Kadirenahalli Road, Banashankari, Bangalore",3.8,Banashankari,400.0,,,"chicken biryani,non spicy Pulav,pulav,pepper salt,Fish kabab"
Keventers,"2465, 24th Cross, 2nd Stage, Banashankari, Bangalore",3.7,Banashankari,400.0,,,hazel nut shake
Navi Food Point,"142/1,Surveyor Street, Gandhi Bazaar, Basavanagudi, Bangalore",3.6,Basavanagudi,200.0,,,"Tawa Pulao,Pav Bhaji,mouth-watering snacks"
Shawarma Inc,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA complex, Banashankari, Bangalore",3.1,Banashankari,250.0,bad,,"shawarma plate,SI Special shawarma plate"
The Cafe Nuts and Bolts,"83/5,4th Cross. 50 Feet Road,1st Stage, Kumaraswamy Layout, Bangalore",3.0,Kumaraswamy Layout,500.0,friends-hangout,,"chicken kebabs,pastas"
AM WOW,"615, Janardhan Mansion, 32nd D Cross Road, 10th C Main Road, 4th Block, Jayanagar, Bangalore",3.4,Jayanagar,100.0,,,Madurai Jigarthanda
Lalbagh Grand,"1, Krishna Rao Road, Basavanagudi, Bangalore",3.0,Basavanagudi,250.0,,,"Rava Idly,Khara bath,Bonda soup,tea,raagi malt"
Funjabi Curries,"476, 2nd Floor, 9th Cross, Avalahalli, Banashankari, Bengaluru",2.9,Banashankari,500.0,,,
Eat Repeat,"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru",3.9,Basavanagudi,150.0,decent,,"Sweet Pongal,Rice-Majjigehuli,Puliyogare,Masala Majjige,ambode,khara pongal"
Salut,"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",4.1,Jayanagar,1.2,excellent,,"French fries,Veggie Bell pepper Pizza,Penne Alfredo,prawn pudina ghee roast,Caribbean chicken rice,pesto pizza,Stir fried prawns"
Nammura Donne Biriyani,"84/1, South End Road, Basavanagudi, Bangalore",3.5,Basavanagudi,400.0,friends-hangout,,"NaatiStyle Biryani,Chicken leg,Nati Style Biryani,Breakfast combos,Biryani,Special dry chicken"
Lassi Stop,"11,12, 80 Feet Road, Behind Reliance Fresh, Banashankri, Bangalore",3.4,Banashankari,150.0,,,"Lassi,mud coffee,faluda ice Cream,french fries,moheto,aloo tikki,death by chocolate crispy corn"
Dakshin Kitchen,"Kabirmutt Road, Gavipuram Extension, Basavanagudi, Bangalore",3.6,Basavanagudi,100.0,,,"Tomato shavige bath,Uli avvalakki,Navane bath,khara bath,sweet bath,Idli,coffee,millet pongal,chutney,Kara bhaath,Hakka Chinese starters,fried rice,noodles"
Sri Sai Cafe,"117, Govindadappa Road, Gandhi Bazar, Basavangudi, Bangalore",3.5,Basavanagudi,200.0,excellent,Yes,"dosa,Vada,sambar"
Sri Sai 99 Variety Dosa,"Near Reliance Trends, 1st Cross, 3rd Phase, Banashankari, Bangalore",3.8,Banashankari,300.0,,,"Sweet Corn Schezwan Dosa,Golmaal Dosa,Schezwan Veg Roll,Pizza Dosa,Schezwan Corn Cheese Dosa,Spring Vegetable Dosa"
Utsav Restaurant,"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore",3.8,Banashankari,300.0,excellent,,"Harabara kabab,Malai kofta,Plain roti,garlic naan"
Crunch and Munch,"11, Canara Bank Colony, Uttarahalli, Bangalore",3.7,Uttarahalli,300.0,decent,,"chats,ice cream,parathas,Dahi BHEL puri,baby corn chilly,cutlet chat,mushrooms pepper dry,gulkand pani Puri,bhel puri,bombay special chats,special cutlet masala,Chinese innovative items,Biriyani flavour ice-cream"
Food Geek,"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",3.8,Basavanagudi,350.0,friends-hangout,No,"Babycorn hot pot,Manchurian Momos,Cheese Masala Puri,wonton soup,Leefu momos,Hot Tea,American Chopusey Rolls,crispy honey pepper Paneer,paneer chilli,corn kernels,veg rice"
Sri Krishna Aramane,"1832, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumaraswamy Layout, Bangalore",3.7,Kumaraswamy Layout,200.0,,,"Aki idli,rava idli,Palav,best pongal,dahi Vada,mughlai Biryani,fried rice,Manchurian,singapore noodles,dosas,strong filter coffee"
Great Indian Rolls,"Near Metro Station R.V.Road, Basavanagudi, Bangalore",3.3,Basavanagudi,100.0,,,chicken rolls
Chats Point,"14/1 5 th Main 2nd Cross, Near BMS Hostel, Basavanagudi, Bangalore",3.4,Basavanagudi,150.0,good,,"Masalapuri,veg sandwich"
Food Point,"139, 72nd Cross, Kumaraswamy Layout, Bangalore",3.5,Kumaraswamy Layout,300.0,,,"Schzwen noodles,chicken biryani,special handi chicken,tandoori pahadi kabab,tandoori roti,Chicken Handi,Nan,munchurians,noodles"
Swarga Ruchi,"65, Parvati Bhavan, Appu Rao Road, Chamaraj Pet, Chamarajpet, Basavanagudi, Bangalore",3.3,Basavanagudi,200.0,,,"Onion & Panner paratha,Rice baths,Methi chappathi,veg curries,davangere masale mandakki,Chapathi,shavige,idly,vada,Dosa,brinjal curry,Pitakpappu,vadas,idly shavigebath,lemon rice"
Kolkata King,"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore",3.4,Basavanagudi,300.0,,,
Sandwich Mama's And Frozen Monster,"22, Second Main Road, 7th Block, Jayanagar, Bangalore",3.8,Jayanagar,250.0,,,"Sandwich,Waffle"
New Rajadhani Spicy,"16, Lalitha Enterprises, Kadirenahalli Main, Bendre Nagar, Kumaraswamy Layout, Bangalore",3.7,Kumaraswamy Layout,700.0,,,"Egg Masala Combo,Chicken Kebab"
Big Mishra Pedha,"1/72, 27th Cross, Opposite To Janatha Bazar, 4th Block, Jayanagar, Bangalore",2.9,Jayanagar,250.0,,,"peda,samosa,pav vaji,dhokla,vada pav,sev puri"
VEGeatz,"28/12/2, 3rd Main Road, Mountjoy Extension, Hanumantanagar, Banashankari, Bengaluru",3.4,Banashankari,200.0,bad,,
Foodizo,"17, Near BDA Complex, 25th Cross Road, 21st Main, 2nd Stage, Banashankari, Bangalore",3.6,Banashankari,300.0,friends-hangout,,"white sauce pasta,Cheesy Nachos,Chocolate waffle,loaded fries,Mississippi mud,veggie nuggets,potato pops,Lebanese dish,hot chocolate brownie,death by chocolate,Masala French fries,Red velvet waffles"
Food Springs,"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore",4.0,Jayanagar,400.0,friends-hangout,,"hakka noodles with chilli mushroom,five spice babycorn,paneer pops,dragon crisp,manchow soup,Thai food,Schezwan rice,honey chili potato,spring rolls,Singapore Noodles,Malaysian noodles,baby corn gravy,Palak Rice,Nacho rice"
Chung's Chinese Corner,"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",3.9,Jayanagar,700.0,friends-hangout,,"drums of heaven,chicken mushroom soup,schezwan noodles,sea food,koithai,chowmien,Malaysian noodles,prawns chowmein,chilly baby corn,Veg Spring roll,Veg Fried rice,Szechuan chowmein,Chilly chicken gravy,American choupsey,Fried wontons,crispy potato,crispy chowmein,Hakka noodles,schezwan fried rice"
Eurasia Pasta and Barbeque by Little Italy,"12, 32nd Cross, 7th Block, Jayanagar, Bangalore",4.1,Jayanagar,1.2,excellent,,"Cheese fondue,pasta,nachos,soups,Funghi trifolati,spaghetti primavera,Tiramisu,Lasagna,Tortellini,Mexican tacos,veg quesadillas,cheese garlic bread,Special Enchiladas,Pasta Al Farno"
Goli Vada Pav No 1,"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore",3.7,Basavanagudi,200.0,bad,,"classic vada pav,cheese vada pav,aloo tikka vada pav,paneer vada pav,maharaj vada pav,makkai palak pav,keshar kulfi,khajor kulfi,sabudana vada,masala vada pav,schezwan vada pav,potato wedges"
Ragoo's,"16, 5th B Main, KR Road, Jayanagar, Bangalore",3.9,Jayanagar,800.0,,,"pili pili pizza,deep pan pizza"
Pure  Natural,"Near National College, 7th Block, Jayanagar, Bangalore",3.9,Jayanagar,500.0,bad,,"Mexican salad,Veg soup,Pink pasta,Chilli cheese sandwich,Fresh juices,noodles hot salad,veggie salad"
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",4.0,Jayanagar,200.0,good,,"Dosa Thali,filter coffee,dosa,poori thalis,Masala Sosa,Poori Sagu,Rava idli,jeera rasam,puliyogre,white rice,raita,curds,sambhar,rasam,papad,Mangalore Bun,Bajji"
Sip n Dine,"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore",3.6,Vijay Nagar,800.0,family-friendly,Yes,"Lollipop chicken,Fish tara fry,Prawns ghee roast,Mutton biryani,neer dosa,chicken ghee roast,chicken tikka masala"
Cafe Mondo,"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",3.7,Basavanagudi,600.0,simple,,"pizza,tea"
Jalpaan,"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore",4.0,Jayanagar,900.0,excellent,,"big nacho,biryani,thili babycorn,paneer chilli tikka,fondue margarita,Rasmalai,Chocolate jamoon,Papdi pizza,Pineapple Shorbha,Bhatti ka panner,Birbal ki khicdhi,Potli biryani"
Kataria's Pakwan,"31, 2nd Cross, 1st Stage, Padmanabh Nagar, Kumaraswamy Layout, Bangalore",3.2,Kumaraswamy Layout,400.0,,,"mushroom fried rice,paneer butter masala,Gobi Manchurian,alu paratha,mattar paneer sabzi,ajwain paratha,missi roti,Phulkas,rajma masala,channa masala,parathas,Amritrsari thali,poha,kadhai paneer,lassi"
Juicy Momos,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",3.5,Banashankari,250.0,bad,,"paneer Momos,Paneer Pan fried momos"
Amande Patisserie,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",4.0,Basavanagudi,300.0,,,"pistachio flavour,chocolate flavour,passion fruit Macaron,orange chocolate,strawberry flavour,rose,Belgian chocolate,hazelnut,vanilla"
Anand Sweets and Savouries,"4 & 5, 27th Cross, 4th Block, Jayanagar, Bangalore",3.9,Jayanagar,400.0,good,,"Motichoor laddo,gulab jamun"
Chicken Hunt,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",3.5,Banashankari,350.0,bad,,"roast chicken,schezwan chicken fried rice,chicken manchurian,chicken dum biryani,northern Indian dishes,triple fried rice,chicken fried rice,tandoori chicken,Kebabs,Grilled chicken,Reshmi Kebab,Zafrani Kebab,Butter chicken,Punjabi chicken"
Swadesh Tadka,"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore",3.5,Banashankari,600.0,family-friendly,,"Veg biryani,Gulab jamun,paneer curry"
Cane-O-La,"44/1, Bull Temple Road, Basavanagudi, Bangalore",3.8,Basavanagudi,100.0,excellent,Yes,"ginger flavor,mint flavor,masala flavors,lemon,salt and pepper,chat masala,natural flavor,sugarcane juice,popcorn"
New Biryani Mane,"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore",3.7,Uttarahalli,450.0,,,
Upahara Darshini,"9A Main Road, 3rd Block, Jayanagar, Bangalore",3.8,Jayanagar,400.0,family-friendly,,"pomegranate juice,sandwiches,rava dosa,thair vada,masala dosa,set dosa,idli,vada pav,pav bhajji,Masala Papad,Filter Coffee,Chilli Paneer Masala,Malai Kofta,Palak Paneer,Garlic Naan,Gulab Jamun,Ice Cream"
Karnataka Bhel House,"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore",4.1,Basavanagudi,100.0,friends-hangout,No,"Masala Puri,Dahi Puri,Bhel Puri,Pani Puri,Sev Puri"
Sreeraj Lassi Bar,"196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore",4.1,Jayanagar,150.0,excellent,,"pudina lassi,dry fruits lassi,Mausambi Juice,gudbud ice cream,mango lassi,old lassi,Malai lassi,Badam Falooda,Fruit Falooda"
Juice Junction Food Court,"54, Bull Temple Road, Basavanagudi, Bangalore",3.7,Basavanagudi,200.0,,,"Gobi Manchurian,veg hakka noodles,juices"
Bunt's Biriyani Palace,"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",3.0,Banashankari,400.0,,,"prawns fry,prawns chilly,chicken biryani,mutton biriyani,neer dosa,chicken leg roast,fish tikka,Bangada fish fry,fish kabab,Gobi Manchurian,Pepper chicken,kalmi kabab,chicken sukka,Mangalorean dishes,Leg roast,Golden dry,biryani,butter chicken,Andhra style chilli chicken"
Chai Point,"525/2, Opposite Lacasa, 10th Main, 33rd Cross, 4th Block, Jayanagar, Bangalore",3.2,Jayanagar,250.0,friends-hangout,,"ginger tea,samosa,banana cake,masala chai,dum chai,lemon tea,egg puff"
Janahaar,"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore",3.8,Banashankari,100.0,friends-hangout,,"Halbai sweet,Vada,Masala Dosa,Idly,Medu Dosa,Coffee,Paddu,Sambar,Chutney,Khali Dosa"
Redberrys,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",4.0,Basavanagudi,600.0,friends-hangout,,"pizzas,gelatos,Bramhins coffee,Belgian Chocolate,Oreo Blast,French Vanilla,Bubble gum,paneer and bell pepper pizza,Joe's burger,Alfredo penne pasta,farmhouse pizza,chocolate cake with Snickers ice cream"
Utsav,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore",3.7,Banashankari,200.0,,,
Meat And Eat,"241, 100 Feet Road, Opposite Eshwari Theater, 3rd stage, Banashankari, Bangalore",3.1,Banashankari,500.0,,,"green apple mojito,Chicken burgers"
Snacks Bite,"173, Shop 4, Ground Floor, Teachers Colony, First stage, D.S.I College Main Road, Kumaraswamy Layout, Bangalore",3.0,Kumaraswamy Layout,400.0,,,"momos,sandwich,pasta,Maggie"
The Spice Saga,"642, 14th Main, Kumaraswamy Layout, Bangalore",3.7,Kumaraswamy Layout,750.0,,,"chicken lollipop,grill chicken"
Dakshin Cafe,"1061, Gowrisutha, 50 Feet Rd, 1st Stage, Kumaraswamy Layout, Bangalore",3.7,Kumaraswamy Layout,100.0,,,"Masala dosa,open dosa"
Kaulige Millet Corner,"201, 4th Main Road, Next to National Lassi Bar, Chamrajapet, Basavanagudi, Bangalore",3.3,Basavanagudi,150.0,,,"millet recipes,Bisibele bhath"
Ifruit Ice Cream,"1771, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",3.3,Kumaraswamy Layout,150.0,excellent,,Live ice cream
Havmor,"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore",3.8,Basavanagudi,200.0,bad,,"chocolate murder,Black Forest,Belgian sensation"
Grand Food,"6/1, Anjaneya Nagar, 100ft Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore",3.4,Banashankari,250.0,bad,,"Benne Masal dosa,south Indian food,north Indian food"
Dining Hut,"1080, Near Niligiris, Kumaraswamy Layout, Bangalore",3.5,Kumaraswamy Layout,400.0,,,"paneer satay,chicken"
Desi Swaad,"1554, 11th Cross, 1st Stage, Kumarswamy Layout, Near Sagar Hospital, Kumaraswamy Layout, Bangalore",3.5,Kumaraswamy Layout,400.0,,,"non veg thali,chicken vada pav,Pani Puri,Spanish Omlete,Jal Jeera Soda,Biriyani"
Yummy Momos,"Sri Ganesh Fast Food. Opposite Goli ,Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",3.2,Kumaraswamy Layout,200.0,,,
Masale Daan,"Fresh Menu, Stavyah Arcade #10, 3rd floor 9th Main, Opp to Daily Bread, Yarab Nagar Main Rd, Banashankari Stage II, Bengaluru- 560070.",3.1,Banashankari,350.0,,,
Grow Fit,"954, 2nd Floor, 24th Main, 2nd Phase, Opposite LIC Building, JP Nagar, Bangalore",3.6,JP Nagar,500.0,,,"Brown rice,Biryani,Miler dish of the day,Rajma masala"
Sandwich Hub,"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",3.4,Jayanagar,300.0,,,spinach corn
Udupi Sri Krishna Cafe,"24, 8th C Main, Behind Post Office, 4th Block, Jayanagar, Bangalore",3.9,Jayanagar,600.0,excellent,,"banana kesri bath,butter masala dosa,filter coffee,spring roll dosa,pineapple kesri bath,spring dosa,fresh fruit juices"
Starlite Bakery  Fastfood,"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore",3.7,Jayanagar,300.0,excellent,,"Chicken shawarma,honey cake,chicken puffs,Dum Biryani,Gobi Manchurian,cookies,Baby corn crispy with garlic sauce,starlight special puffs,Chicken fried rice"
Veganbreak24x7,"2, Medical College East Main Road, Kalasipalyam, Behind Bangalore Medical College, City Market, Bangalore",2.8,City Market,199.0,,,
Aadhya Hotel,"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore",3.3,Basavanagudi,800.0,,,
Dodda Mane Baaduta,"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore",3.5,Banashankari,250.0,family-friendly,,"biriyani,Mutton biryani,chicken biryani,lever fry,lemon chicken,thandoori chicken,Kalmi kabab"
Swadd Kitchen,"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore",3.4,Basavanagudi,500.0,,,"chaas,dal bati churma,chaats,dhokla,cutlet,papad,salad,crushed chilli chutney,four kinds of gravies,dal,kadi,pulka,roti with gud,methi puri,kichidi,plain rice,gulab jamoon,fruit custard"
Happy Chopsticks,"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi",3.6,Basavanagudi,300.0,family-friendly,,"momos,leefu momos,hot and sour soup,Pasta"
Udupi Upachar,"5 Zaina Towers, 9th Main Yarab Nagar Main Road Banashankari, Bangalore",3.3,Banashankari,500.0,,,Udupi upachar
Davanagere Benne Dose Hut,"Shop 97, 22nd Main Road, Near Banashankari BDA complex, Banashankari Stage II, Banashankari, Bangalore",3.4,Banashankari,100.0,,Yes,"benne dose,Open Benne Dosa,dosas"
Jalsa,"942, 21st Main Road, 2nd Stage, Banashankari, Bangalore",4.1,Banashankari,800.0,excellent,No,"masala papad,panner,baby corn starters,lemon and coriander soup,butter roti,olive and chilli paratha,Pumpkin Halwa,kulchas,Cheese chilli paratha,Bhutta palak methi curry,Lemon Chicken,Egg fried rice,""Alice in Junoon"",soya chaap"
Subz,"Cosmopolitan Club, Ground Floor, 22nd Cross, 3rd Block, Jayanagar, Bengalore",4.2,Jayanagar,1.0,family-friendly,No,"tomato shorba,white pasta,chats,paneer curry,alishan kheer,Hyderabad dum Biryani,Bhindi kurkure,rajastani baby corn,amritsari paneer tikka,tandoori kasundi aloo,veg ball chilli ginger dry,amritsari chhole,dal makhni,subzi pathankot,subz methi mehak,veg hakka noodles,penne Alfredo,spaghetti peppernata,cheese chilli paratha,ajwaini palak paratha,aloo paratha,paneer paratha,saphedh cham cham,badami semiya,doodhi halwa,jalebi,paneer tikka,dal makhan,veg jal frezi"
Cafe Shuffle,"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari",4.2,Banashankari,600.0,friends-hangout,,"BBQ chicken wings,chef's special pizza,Jalapeo cheese balls,Veg Lasagne,chicken tikka pizza,fish fingers,mushroom Manchurian,milkshakes,snicker milkshake"
Mint and Mustard,"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",4.0,Basavanagudi,750.0,excellent,Yes,"Fried Masala papad,tomato soup,veg manchow,gobi manchuri,paneer pahadi tikka,masala papad,dilkush kofta,paneer tikka masala,dal makhni,roti,naan,paneer peshawari kulcha,veg biryani,Papad Churi,gobi angare,crispy vegetables,laccha parata,missi roti"
Chinese Square,"169, Subbarama Chetty Rd, NR Colony, Basavanagudi, Bangalore",3.9,Basavanagudi,200.0,,,"manchow soup,mushroom fried rice,noodles,Potato Manchurian,Panner Manchurian,Panner Fried Rice,Chocolate Milkshake,Veg shezwan noodles,baby corn manchuria,schezwan fried rice"
Punjabi Raswada,"SM Towers, Near Cosmopolitan Club, 4/3/1 & 3/2, 1st Floor, 11th Main, Jayanagar, Bangalore",3.5,Jayanagar,800.0,average,,"Lassy,Aloo Mattar,Pudhina paratha,Methi paratha,stuffed paratha,paneer curries"
Vinny's,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",4.2,Banashankari,800.0,friends-hangout,Yes,"Onion Rings,Thin crust pizza,Alfredo sauce pasta,Red Velvet cake,BBQ chicken pizza,Margherita pizza,Caramel custard,Mozzarella sticks,Paneer Tikka thin crust pizza,Chicken lasagna,mix sauce pasta,virgin mojito,tandoori pizza,3 toppings pizza,Banofee Pie,Tiramisu"
Chetty's Corner,"126/3, Uttarahalli Main Road, Sarvabouma Nagar, Chikkalasandra, Uttarahalli, Bangalore",3.4,Uttarahalli,200.0,,,"Twisty potato,chilli cheese sandwich,Nippat Masala,Chetty Masala (Bhel)"
Kapoor's Cafe,"Bengaluru, Jayanagar, Bangalore",4.2,Jayanagar,800.0,excellent,No,"Dry Fruit Lassi,Masala Coke,Cheese Balls,Cheese Parantha,Paneer Pakoda,Masala Fries,Dal Makhni,Baingan Bharta,Fruit Cream,Cheese Burst Parantha,French Fries Punjabi style,Masala Papad Roasted"
Donne Biryani  Kabab Corner,"8, 1st Cross Road, Teachers Colony, Kumaraswamy Layout, Bangalore",3.3,Kumaraswamy Layout,200.0,ok,,"Ambur,Hyderabadi biriyani"
Sukh Sagar,"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",3.8,Jayanagar,450.0,,,"curd rice,Pav Bhaji"
S M V Snacks Corner,"Next to Bhagwan Mahavir Jain College, V V Puram, Basavanagudi, Bangalore",3.7,Basavanagudi,200.0,friends-hangout,,"Samosas,Mac n cheese,Noodle biriyani,Cheese maggi,Paneer roll,Oreo milk shake,Dosa,Wraps,Vada pav,Mosambi juice"
Andhra Ruchulu,"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",4.1,Jayanagar,1.0,family-friendly,,"chicken kebab,Guntur chicken,Amaravathi chicken dry,chilli chicken,chicken biryani,Murgh ghee roast,guava ice cream,mutton biryani,Andhra ruchulu chicken"
